dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
family.#percent=60.#feature=28991,LR.pen=l1.C=1,0.872220834406,0.739317416475,0.623879135367,0.641993455416,46.5595271428,0.10996115605
