id,name,prefix,chi2,chi2_rank,clf_weight,clf_weight_rank
8556,4.1,b'4.1-ngram.next_system_utterance__sorry',663.5020,4,1.0000,0
34966,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=10',0.0000,378,0.8081,1
5021,4.1,b'4.1-ngram.next_system_utterance__don',368.4234,11,0.7628,2
43,3,b'3-time_feature__end_of_session',110.1752,60,0.7047,3
33305,7,b'7-syntactic_feature__root_word__next_system_utterance__understand',263.0493,16,0.4095,4
5039,4.1,b'4.1-ngram.next_system_utterance__don understand',211.4860,28,0.3692,5
22230,5,b'5-phrase_feature__noun_phrases__next_system_utterance__seconds',45.3290,243,0.3345,6
34964,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=0',0.0000,377,0.3312,7
20106,5,b'5-phrase_feature__noun_phrases__next_system_utterance__lights',91.3558,80,0.3057,8
21022,5,b'5-phrase_feature__noun_phrases__next_system_utterance__ok',118.6848,53,0.3036,9
20545,5,b'5-phrase_feature__noun_phrases__next_system_utterance__minutes',103.8777,70,0.2997,10
32326,7,b'7-syntactic_feature__root_word__current_user_utterance__set',53.4387,191,0.2581,11
21422,5,b'5-phrase_feature__noun_phrases__next_system_utterance__playing',73.0405,125,0.2507,12
32983,7,b'7-syntactic_feature__root_word__next_system_utterance__look',172.2649,34,0.2334,13
34492,7,b'7-syntactic_feature__subj_word__next_system_utterance__ok',74.8827,119,0.2331,14
33074,7,b'7-syntactic_feature__root_word__next_system_utterance__play',60.3412,157,0.2239,15
19957,5,b'5-phrase_feature__noun_phrases__next_system_utterance__lamp',58.0313,163,0.2166,16
35001,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=131',0.0000,407,0.2069,17
2946,1,b'1-utterance_length.next_system_utterance__utterance_length',392.8140,6,0.2024,18
33261,7,b'7-syntactic_feature__root_word__next_system_utterance__tell',293.9360,14,0.1986,19
34976,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=109',0.0000,424,0.1963,20
31096,7,b'7-syntactic_feature__obj_word__current_user_utterance__timer',76.8242,117,0.1931,21
34989,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=120',0.0000,438,0.1879,22
8587,4.1,b'4.1-ngram.next_system_utterance__sorry sure',369.8694,10,0.1853,23
9349,4.1,b'4.1-ngram.next_system_utterance__turning',51.4677,200,0.1811,24
34979,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=111',0.0000,428,0.1771,25
34965,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=1',0.0000,371,0.1699,26
34420,7,b'7-syntactic_feature__subj_word__next_system_utterance__i',1931.1082,0,0.1579,27
22274,5,b'5-phrase_feature__noun_phrases__next_system_utterance__setting',98.0135,72,0.1496,28
16275,5,b'5-phrase_feature__noun_phrases__next_system_utterance__alright',111.9174,58,0.1491,29
9909,1,b'1-utterance_length.next_user_utterance__utterance_length',386.2874,7,0.1439,30
23343,5,b'5-phrase_feature__noun_phrases__next_system_utterance__turning',240.5849,20,0.1324,31
5830,4.1,b'4.1-ngram.next_system_utterance__help',575.0181,5,0.1187,32
6328,4.1,b'4.1-ngram.next_system_utterance__know',226.4448,25,0.1139,33
33023,7,b'7-syntactic_feature__root_word__next_system_utterance__need',165.1823,35,0.1113,34
35088,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=21',0.0000,459,0.1055,35
34969,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=102',0.0000,382,0.1028,36
32584,7,b'7-syntactic_feature__root_word__next_system_utterance__alright',68.7046,138,0.1028,37
5025,4.1,b'4.1-ngram.next_system_utterance__don know',240.5310,21,0.1005,38
31368,7,b'7-syntactic_feature__obj_word__next_system_utterance__me',309.9814,13,0.1002,39
29487,6,b'6-entity_feature__entity__next_system_utterance__now_DATE',70.7557,133,0.0906,40
35109,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=229',0.0000,273,0.0895,41
15520,5,b'5-phrase_feature__noun_phrases__current_user_utterance__timer',89.1305,81,0.0892,42
25903,5,b'5-phrase_feature__noun_phrases__next_user_utterance__nexus_player',44.7194,248,0.0891,43
6337,4.1,b'4.1-ngram.next_system_utterance__know help',217.5272,27,0.0820,44
34257,7,b'7-syntactic_feature__subj_word__next_system_utterance__alright',44.0578,253,0.0808,45
3869,4.1,b'4.1-ngram.next_system_utterance__ask',82.7572,111,0.0786,46
34995,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=126',0.0000,408,0.0725,47
5027,4.1,b'4.1-ngram.next_system_utterance__don know help',217.5272,26,0.0719,48
34983,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=115',0.0000,425,0.0692,49
35204,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=45',0.0000,321,0.0662,50
33076,7,b'7-syntactic_feature__root_word__next_system_utterance__pleas',62.3054,152,0.0658,51
8855,4.1,b'4.1-ngram.next_system_utterance__sure help',370.7657,9,0.0622,52
35048,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=174',0.0000,482,0.0611,53
34968,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=101',0.0000,381,0.0600,54
35078,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=200',0.0000,450,0.0590,55
34648,7,b'7-syntactic_feature__subj_word__next_system_utterance__you',105.0528,69,0.0580,56
32965,7,b'7-syntactic_feature__root_word__next_system_utterance__learn',195.9882,31,0.0572,57
35027,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=155',0.0000,395,0.0556,58
31328,7,b'7-syntactic_feature__obj_word__next_system_utterance__it',107.4299,65,0.0543,59
8244,4.1,b'4.1-ngram.next_system_utterance__screen',69.2170,136,0.0542,60
35069,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=193',0.0000,478,0.0530,61
22522,5,b'5-phrase_feature__noun_phrases__next_system_utterance__song',79.3537,114,0.0525,62
26947,5,b'5-phrase_feature__noun_phrases__next_user_utterance__watch',68.8235,137,0.0524,63
35096,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=217',0.0000,468,0.0522,64
35130,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=248',0.0000,276,0.0520,65
33675,7,b'7-syntactic_feature__root_word__next_user_utterance__play',105.8380,66,0.0512,66
18876,5,b'5-phrase_feature__noun_phrases__next_system_utterance__google_home',63.8048,148,0.0510,67
35023,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=151',0.0000,399,0.0508,68
35073,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=197',0.0000,456,0.0502,69
34980,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=112',0.0000,429,0.0502,70
32866,7,b'7-syntactic_feature__root_word__next_system_utterance__help',237.1259,23,0.0496,71
35119,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=238',0.0000,268,0.0484,72
8589,4.1,b'4.1-ngram.next_system_utterance__sorry sure help',370.7657,8,0.0482,73
35087,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=209',0.0000,451,0.0476,74
32813,7,b'7-syntactic_feature__root_word__next_system_utterance__find',92.2110,79,0.0476,75
35107,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=227',0.0000,368,0.0475,76
33329,7,b'7-syntactic_feature__root_word__next_system_utterance__want',96.1046,73,0.0472,77
35030,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=158',0.0000,392,0.0468,78
17883,5,b'5-phrase_feature__noun_phrases__next_system_utterance__device',289.4626,15,0.0456,79
20716,5,b'5-phrase_feature__noun_phrases__next_system_utterance__name',201.1263,30,0.0451,80
35060,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=185',0.0000,503,0.0439,81
0,1,b'1-utterance_length.current_user_utterance__utterance_length',50.3879,208,0.0438,82
35051,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=177',0.0000,494,0.0433,83
34988,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=12',0.0000,437,0.0431,84
14252,5,b'5-phrase_feature__noun_phrases__current_user_utterance__minutes',46.4813,240,0.0418,85
35079,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=201',0.0000,443,0.0416,86
32954,7,b'7-syntactic_feature__root_word__next_system_utterance__know',726.7511,3,0.0413,87
20094,5,b'5-phrase_feature__noun_phrases__next_system_utterance__light',80.3700,113,0.0405,88
34990,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=121',0.0000,439,0.0403,89
35117,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=236',0.0000,258,0.0401,90
35043,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=17',0.0000,486,0.0400,91
35089,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=210',0.0000,469,0.0397,92
33230,7,b'7-syntactic_feature__root_word__next_system_utterance__start',66.5469,141,0.0396,93
33295,7,b'7-syntactic_feature__root_word__next_system_utterance__tri',150.5583,39,0.0395,94
35021,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=15',0.0000,401,0.0394,95
32088,7,b'7-syntactic_feature__root_word__current_user_utterance__creat',65.8762,143,0.0391,96
35212,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=52',0.0000,329,0.0388,97
19179,5,b'5-phrase_feature__noun_phrases__next_system_utterance__home',58.7082,162,0.0388,98
35034,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=161',0.0000,441,0.0370,99
35046,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=172',0.0000,484,0.0359,100
34981,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=113',0.0000,430,0.0358,101
35157,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=272',0.0000,340,0.0356,102
36,2.1,b'2.1-user_action_words.current_user_utterance__timer',88.1845,83,0.0354,103
4919,4.1,b'4.1-ngram.next_system_utterance__device',95.2261,74,0.0353,104
35214,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=54',0.0000,331,0.0350,105
35013,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=142',0.0000,373,0.0347,106
35110,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=23',0.0000,272,0.0346,107
8565,4.1,b'4.1-ngram.next_system_utterance__sorry help',178.4302,32,0.0346,108
34970,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=103',0.0000,383,0.0343,109
35075,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=199',0.0000,454,0.0341,110
35000,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=130',0.0000,413,0.0340,111
35126,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=244',0.0000,287,0.0339,112
34986,10.1,b'10.1-d2v_feature.current_user_utterance__d2v_dim=118',0.0000,435,0.0330,113
9636,4.1,b'4.1-ngram.next_system_utterance__watch',75.3387,118,0.0328,114
