dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,7-d2v,LR.pen=l1.C=2.000000,0.770963939678,0.663021410806,0.613704787521,0.627150086658
dstc3,next,7-d2v,LR.pen=l1.C=2.000000,0.748188051913,0.646764150243,0.605616920789,0.618450838954
family,next,7-d2v,LR.pen=l1.C=2.000000,0.783606228026,0.574116423995,0.556645590651,0.562181270574
ghome,next,7-d2v,LR.pen=l1.C=2.000000,0.844925382613,0.568108691261,0.539402401433,0.549114486316
