dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.800663646199,0.763064359964,0.656172087497,0.681702845492
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.774271139952,0.720280161095,0.637022197549,0.661668735065
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.858997049221,0.709311062127,0.65111561484,0.672775414742
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.862291653437,0.621096431777,0.552443911327,0.576588488559
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.800838777547,0.763549222767,0.656338913125,0.68189361793
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.774068437249,0.720074248924,0.636868267165,0.66150911547
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.85905229784,0.709414859484,0.65113561484,0.672820600975
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.86225333926,0.620700374118,0.552105527489,0.576245447286
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.800838777547,0.764343796121,0.656310376539,0.682049472804
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.774102221033,0.720115618207,0.636909250771,0.661545947591
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.859109116022,0.709539121796,0.651320800025,0.672974052484
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.862329967613,0.620802259953,0.552202899514,0.576320153695
