id,name,prefix,chi2,pval
93,b'7-syntactic_feature__root_word__next_user_utterance__barnwel',b'7',113.9109,0.0000
94,b'6-entity_feature__entity__next_system_utterance__52_NUMBER',b'6',113.2600,0.0000
95,b'5-phrase_feature__noun_phrases__next_user_utterance__fast_food',b'5',109.7686,0.0000
96,b'5-phrase_feature__noun_phrases__next_user_utterance__different_selection',b'5',108.4262,0.0000
97,b'5-phrase_feature__noun_phrases__next_user_utterance__fen',b'5',108.4262,0.0000
98,b'5-phrase_feature__noun_phrases__current_user_utterance__post_code',b'5',107.4588,0.0000
99,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_science_park',b'5',107.3777,0.0000
100,b'5-phrase_feature__noun_phrases__next_system_utterance__seafood',b'5',106.9947,0.0000
101,b'5-phrase_feature__noun_phrases__next_system_utterance__newmarket_road',b'5',105.3207,0.0000
102,b'5-phrase_feature__noun_phrases__next_system_utterance__newnham',b'5',105.3207,0.0000
103,b'5-phrase_feature__noun_phrases__next_user_utterance__post_code',b'5',103.2587,0.0000
104,b'6-entity_feature__entity__next_system_utterance__18 pounds_MONEY',b'6',103.1301,0.0000
105,b'7-syntactic_feature__root_word__next_user_utterance__wha',b'7',102.8412,0.0000
106,b'7-syntactic_feature__root_word__next_system_utterance__area',b'7',102.6693,0.0000
107,b'7-syntactic_feature__obj_word__current_user_utterance__restaru',b'7',99.3218,0.0000
108,b'5-phrase_feature__noun_phrases__next_system_utterance__cb1_3nl',b'5',98.9364,0.0000
109,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb1_3nl',b'5',98.9364,0.0000
110,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry_hinton_part',b'5',98.4406,0.0000
111,b'2.1-user_action_words.next_user_utterance__ani',b'2.1',97.9754,0.0000
112,b'5-phrase_feature__noun_phrases__next_user_utterance__ar_fen',b'5',97.6922,0.0000
113,b'5-phrase_feature__noun_phrases__next_user_utterance__lion',b'5',95.2432,0.0000
114,b'5-phrase_feature__noun_phrases__next_system_utterance__wandlebury_country_park',b'5',94.7995,0.0000
115,b'7-syntactic_feature__obj_word__next_user_utterance__which',b'7',94.4334,0.0000
116,b'6-entity_feature__entity__next_system_utterance__45_NUMBER',b'6',93.6761,0.0000
117,b'7-syntactic_feature__subj_word__next_system_utterance__alimentum',b'7',92.7249,0.0000
118,b'2.1-user_action_words.next_user_utterance__address',b'2.1',91.9102,0.0000
119,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_regional_college',b'5',91.7260,0.0000
120,b'7-syntactic_feature__root_word__current_user_utterance__need',b'7',90.6671,0.0000
121,b'6-entity_feature__entity__next_system_utterance__36_NUMBER',b'6',89.5664,0.0000
122,b'5-phrase_feature__noun_phrases__next_system_utterance__true_internet',b'5',86.9930,0.0000
123,b'5-phrase_feature__noun_phrases__next_system_utterance__archaelogy',b'5',86.5666,0.0000
124,b'5-phrase_feature__noun_phrases__next_system_utterance__great_pub',b'5',86.1426,0.0000
125,b'5-phrase_feature__noun_phrases__next_user_utterance__technology',b'5',85.6848,0.0000
126,b'5-phrase_feature__noun_phrases__next_system_utterance__chop',b'5',85.6462,0.0000
127,b'5-phrase_feature__noun_phrases__next_system_utterance__people',b'5',85.1925,0.0000
128,b'5-phrase_feature__noun_phrases__next_system_utterance__barton',b'5',85.1925,0.0000
129,b'5-phrase_feature__noun_phrases__next_system_utterance__cheapest_double_room',b'5',85.1925,0.0000
130,b'5-phrase_feature__noun_phrases__next_system_utterance__broughton',b'5',84.0501,0.0000
131,b'6-entity_feature__entity__next_system_utterance__trinity street_LOCATION',b'6',83.8955,0.0000
132,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_park_english',b'5',83.5297,0.0000
133,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_park_golf',b'5',83.5297,0.0000
134,b'7-syntactic_feature__root_word__current_user_utterance__specif',b'7',83.5126,0.0000
135,b'5-phrase_feature__noun_phrases__next_user_utterance__house',b'5',82.9665,0.0000
136,b'5-phrase_feature__noun_phrases__next_user_utterance__prices_restaurant',b'5',81.3746,0.0000
137,b'5-phrase_feature__noun_phrases__next_system_utterance__clowns',b'5',81.2450,0.0000
138,b'6-entity_feature__entity__next_system_utterance__73_NUMBER',b'6',81.1778,0.0000
139,b'5-phrase_feature__noun_phrases__next_system_utterance__church_lane',b'5',81.1585,0.0000
140,b'5-phrase_feature__noun_phrases__next_system_utterance__auntie',b'5',80.9973,0.0000
141,b'5-phrase_feature__noun_phrases__current_user_utterance__lo',b'5',80.9568,0.0000
142,b'5-phrase_feature__noun_phrases__next_system_utterance__nanna_mexico',b'5',80.3539,0.0000
143,b'7-syntactic_feature__root_word__next_system_utterance__french',b'7',79.9664,0.0000
144,b'5-phrase_feature__noun_phrases__next_system_utterance__andrews',b'5',79.9664,0.0000
145,b'7-syntactic_feature__root_word__next_user_utterance__hedg',b'7',78.7491,0.0000
146,b'7-syntactic_feature__root_word__next_system_utterance__like',b'7',78.4996,0.0000
147,b'5-phrase_feature__noun_phrases__current_user_utterance__care_system',b'5',78.4460,0.0000
148,b'7-syntactic_feature__root_word__next_user_utterance__need',b'7',78.1672,0.0000
149,b'5-phrase_feature__noun_phrases__next_user_utterance__ill_harea',b'5',76.8764,0.0000
150,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry_hinton_area',b'5',76.8686,0.0000
151,b'5-phrase_feature__noun_phrases__next_system_utterance__wok_n',b'5',76.8598,0.0000
152,b'5-phrase_feature__noun_phrases__next_system_utterance__wok',b'5',76.8598,0.0000
153,b'5-phrase_feature__noun_phrases__next_system_utterance__carringtons',b'5',76.4447,0.0000
154,b'5-phrase_feature__noun_phrases__current_user_utterance__herrington',b'5',76.0173,0.0000
155,b'5-phrase_feature__noun_phrases__current_user_utterance__castle',b'5',75.9360,0.0000
156,b'6-entity_feature__entity__next_system_utterance__cambridge science park_LOCATION',b'6',74.5649,0.0000
157,b'5-phrase_feature__noun_phrases__next_system_utterance__greek_venue',b'5',74.5415,0.0000
158,b'6-entity_feature__entity__next_system_utterance__25 pounds_MONEY',b'6',72.5980,0.0000
159,b'5-phrase_feature__noun_phrases__next_system_utterance__pricerange',b'5',71.4656,0.0000
160,b'7-syntactic_feature__root_word__current_user_utterance__have',b'7',71.1030,0.0000
161,b'5-phrase_feature__noun_phrases__next_system_utterance__hedges_part',b'5',70.6891,0.0000
162,b'6-entity_feature__entity__next_system_utterance__hughes hall_LOCATION',b'6',70.6727,0.0000
163,b'5-phrase_feature__noun_phrases__current_user_utterance__im',b'5',70.5478,0.0000
164,b'6-entity_feature__entity__next_system_utterance__cambridge leisure park_LOCATION',b'6',70.5144,0.0000
165,b'7-syntactic_feature__obj_word__next_system_utterance__galleri',b'7',70.2282,0.0000
166,b'5-phrase_feature__noun_phrases__current_user_utterance__hours',b'5',69.6436,0.0000
167,b'7-syntactic_feature__root_word__next_user_utterance__code',b'7',68.7038,0.0000
168,b'7-syntactic_feature__root_word__next_user_utterance__id',b'7',67.8629,0.0000
169,b'5-phrase_feature__noun_phrases__next_system_utterance__kymmoy_noodle_bar',b'5',66.7216,0.0000
170,b'5-phrase_feature__noun_phrases__next_system_utterance__leisure',b'5',66.7216,0.0000
171,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb5',b'5',66.4517,0.0000
172,b'6-entity_feature__entity__next_system_utterance__01223902166_NUMBER',b'6',66.4517,0.0000
173,b'5-phrase_feature__noun_phrases__next_user_utterance__doesnt',b'5',66.3848,0.0000
174,b'7-syntactic_feature__root_word__current_user_utterance__colleg',b'7',66.1584,0.0000
175,b'5-phrase_feature__noun_phrases__next_system_utterance__riverside_part',b'5',65.7068,0.0000
176,b'5-phrase_feature__noun_phrases__current_user_utterance__pr_phone',b'5',65.6961,0.0000
177,b'6-entity_feature__entity__next_system_utterance__jinling noodle bar_ORGANIZATION',b'6',65.6828,0.0000
178,b'7-syntactic_feature__root_word__next_user_utterance__loo',b'7',65.2483,0.0000
179,b'5-phrase_feature__noun_phrases__next_system_utterance__other_television',b'5',65.1824,0.0000
180,b'5-phrase_feature__noun_phrases__next_system_utterance__agora',b'5',64.3940,0.0000
181,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_science',b'5',64.3940,0.0000
182,b'5-phrase_feature__noun_phrases__next_system_utterance__adults',b'5',64.3940,0.0000
183,b'5-phrase_feature__noun_phrases__next_user_utterance__doesnt_matter',b'5',64.2521,0.0000
184,b'5-phrase_feature__noun_phrases__next_system_utterance__nanna',b'5',64.1300,0.0000
185,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_regional',b'5',64.0749,0.0000
186,b'7-syntactic_feature__subj_word__next_system_utterance__tandoori',b'7',63.9509,0.0000
187,b"6-entity_feature__entity__next_system_utterance__nando's restaurant_ORGANIZATION",b'6',63.7538,0.0000
188,b'6-entity_feature__entity__next_system_utterance__regent street_LOCATION',b'6',63.6785,0.0000
189,b'2.1-user_action_words.current_user_utterance__price',b'2.1',63.5241,0.0000
190,b'5-phrase_feature__noun_phrases__next_system_utterance__nando',b'5',63.3533,0.0000
191,b'5-phrase_feature__noun_phrases__next_user_utterance__fen_ditton_area',b'5',63.1525,0.0000
192,b'7-syntactic_feature__subj_word__next_system_utterance__eagl',b'7',63.0134,0.0000
193,b'2.1-user_action_words.next_user_utterance__matter',b'2.1',62.8438,0.0000
194,b'6-entity_feature__entity__next_system_utterance__chesterton road_LOCATION',b'6',62.6025,0.0000
195,b'7-syntactic_feature__root_word__next_user_utterance__newnham',b'7',62.4295,0.0000
196,b'7-syntactic_feature__obj_word__current_user_utterance__take',b'7',62.3773,0.0000
197,b'5-phrase_feature__noun_phrases__next_system_utterance__andrews_street',b'5',62.3076,0.0000
198,b'5-phrase_feature__noun_phrases__next_system_utterance__pound',b'5',62.3074,0.0000
199,b'5-phrase_feature__noun_phrases__next_system_utterance__green',b'5',61.8772,0.0000
200,b'5-phrase_feature__noun_phrases__current_user_utterance__clicking_restaurant',b'5',61.5772,0.0000
201,b'6-entity_feature__entity__next_system_utterance__granta bar_ORGANIZATION',b'6',61.2143,0.0000
202,b'5-phrase_feature__noun_phrases__current_user_utterance__vegetarian_food',b'5',61.1993,0.0000
203,b'5-phrase_feature__noun_phrases__next_system_utterance__wrestlers',b'5',61.0092,0.0000
204,b'5-phrase_feature__noun_phrases__next_system_utterance__x_food',b'5',61.0092,0.0000
205,b'5-phrase_feature__noun_phrases__next_system_utterance__x',b'5',61.0092,0.0000
206,b'7-syntactic_feature__root_word__next_system_utterance__trumpington',b'7',60.4315,0.0000
207,b'5-phrase_feature__noun_phrases__next_system_utterance__humberstone',b'5',58.6813,0.0000
208,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving_seafood',b'5',58.6300,0.0000
209,b'5-phrase_feature__noun_phrases__next_system_utterance__sorrento',b'5',58.2522,0.0000
210,b'7-syntactic_feature__subj_word__next_system_utterance__basement',b'7',57.4783,0.0000
211,b'7-syntactic_feature__root_word__next_user_utterance__dress',b'7',57.4457,0.0000
212,b'6-entity_feature__entity__next_system_utterance__trumpington_LOCATION',b'6',57.3155,0.0000
213,b'7-syntactic_feature__obj_word__next_system_utterance__food',b'7',57.2742,0.0000
214,b'5-phrase_feature__noun_phrases__current_user_utterance__district',b'5',56.9368,0.0000
215,b'5-phrase_feature__noun_phrases__current_user_utterance__family',b'5',56.9368,0.0000
216,b'6-entity_feature__entity__next_system_utterance__east road_LOCATION',b'6',56.9069,0.0000
217,b'7-syntactic_feature__root_word__next_user_utterance__allow',b'7',56.8804,0.0000
218,b'5-phrase_feature__noun_phrases__next_user_utterance__vegetarian_food',b'5',56.5084,0.0000
219,b'5-phrase_feature__noun_phrases__next_system_utterance__gallery',b'5',56.1527,0.0000
220,b'7-syntactic_feature__root_word__current_user_utterance__girton',b'7',55.5058,0.0000
221,b'5-phrase_feature__noun_phrases__next_system_utterance__grill',b'5',55.1230,0.0000
222,b'5-phrase_feature__noun_phrases__next_system_utterance__castle_hill_area',b'5',55.1026,0.0000
223,b'5-phrase_feature__noun_phrases__next_system_utterance__polonia',b'5',55.1026,0.0000
224,b'5-phrase_feature__noun_phrases__current_user_utterance__girton_im_looking',b'5',55.0577,0.0000
225,b'5-phrase_feature__noun_phrases__current_user_utterance__building',b'5',55.0577,0.0000
226,b'6-entity_feature__entity__next_system_utterance__trumpington street_LOCATION',b'6',54.8221,0.0000
227,b'5-phrase_feature__noun_phrases__current_user_utterance__fen',b'5',54.7337,0.0000
228,b'7-syntactic_feature__root_word__next_user_utterance__lik',b'7',54.3388,0.0000
229,b'7-syntactic_feature__subj_word__next_system_utterance__doubletre',b'7',54.3088,0.0000
230,b'6-entity_feature__entity__next_system_utterance__teri-aki_LOCATION',b'6',54.2049,0.0000
231,b'6-entity_feature__entity__next_system_utterance__23_NUMBER',b'6',53.7124,0.0000
232,b'5-phrase_feature__noun_phrases__next_user_utterance__care_laughing',b'5',53.7069,0.0000
233,b'5-phrase_feature__noun_phrases__next_user_utterance__clicking_romsey',b'5',53.6667,0.0000
234,b'5-phrase_feature__noun_phrases__next_system_utterance__little',b'5',53.6216,0.0000
235,b'7-syntactic_feature__obj_word__next_user_utterance__that',b'7',53.4422,0.0000
236,b'7-syntactic_feature__subj_word__current_user_utterance__not',b'7',53.1293,0.0000
237,b'7-syntactic_feature__root_word__next_user_utterance__like',b'7',53.1290,0.0000
238,b'6-entity_feature__entity__next_system_utterance__62_NUMBER',b'6',53.0166,0.0000
239,b'5-phrase_feature__noun_phrases__current_user_utterance__plaese',b'5',52.7363,0.0000
240,b'5-phrase_feature__noun_phrases__next_system_utterance__cb5_8dz',b'5',52.7240,0.0000
241,b'6-entity_feature__entity__next_system_utterance__downing college_ORGANIZATION',b'6',52.4418,0.0000
242,b'5-phrase_feature__noun_phrases__next_system_utterance__eagle',b'5',52.4418,0.0000
243,b'2.1-user_action_words.current_user_utterance__post',b'2.1',52.3529,0.0000
244,b'5-phrase_feature__noun_phrases__current_user_utterance__pizza_place',b'5',52.3529,0.0000
245,b'5-phrase_feature__noun_phrases__next_user_utterance__hedges',b'5',52.0853,0.0000
246,b'7-syntactic_feature__root_word__current_user_utterance__dont',b'7',51.9861,0.0000
247,b'5-phrase_feature__noun_phrases__next_system_utterance__garden_house',b'5',51.4005,0.0000
248,b'7-syntactic_feature__root_word__current_user_utterance__correct',b'7',51.2409,0.0000
249,b'6-entity_feature__entity__next_system_utterance__sitar tandoori_ORGANIZATION',b'6',50.5919,0.0000
250,b'2.1-user_action_words.next_user_utterance__els',b'2.1',50.4886,0.0000
251,b'6-entity_feature__entity__next_system_utterance__15_NUMBER',b'6',50.3469,0.0000
252,b'5-phrase_feature__noun_phrases__next_system_utterance__glass',b'5',50.0670,0.0000
253,b'5-phrase_feature__noun_phrases__next_system_utterance__golf',b'5',50.0670,0.0000
254,b'5-phrase_feature__noun_phrases__next_system_utterance__red_bull',b'5',50.0564,0.0000
255,b'5-phrase_feature__noun_phrases__next_system_utterance__red',b'5',50.0564,0.0000
256,b'7-syntactic_feature__root_word__current_user_utterance__they',b'7',50.0378,0.0000
257,b'5-phrase_feature__noun_phrases__next_system_utterance__antiques',b'5',49.9438,0.0000
258,b'5-phrase_feature__noun_phrases__next_system_utterance__city',b'5',49.9438,0.0000
259,b'6-entity_feature__entity__next_system_utterance__lynne strover gallery_PERSON',b'6',49.7309,0.0000
260,b'5-phrase_feature__noun_phrases__current_user_utterance__fen_ditton_fen',b'5',49.4482,0.0000
261,b'5-phrase_feature__noun_phrases__next_system_utterance__green_street',b'5',49.4330,0.0000
262,b'5-phrase_feature__noun_phrases__next_system_utterance__indian_food',b'5',48.9366,0.0000
263,b'5-phrase_feature__noun_phrases__next_user_utterance__addrees_phone_number',b'5',48.4572,0.0000
264,b'5-phrase_feature__noun_phrases__next_user_utterance__address',b'5',48.4572,0.0000
265,b'6-entity_feature__entity__next_system_utterance__huntingdon road_LOCATION',b'6',48.3614,0.0000
266,b'5-phrase_feature__noun_phrases__next_user_utterance__pr_phone',b'5',48.2118,0.0000
267,b'7-syntactic_feature__root_word__current_user_utterance__lik',b'7',48.1718,0.0000
268,b'5-phrase_feature__noun_phrases__next_user_utterance__castle',b'5',48.1658,0.0000
269,b'7-syntactic_feature__root_word__current_user_utterance__i',b'7',48.1041,0.0000
270,b'2.1-user_action_words.next_user_utterance__centr',b'2.1',48.0773,0.0000
271,b'2.1-user_action_words.current_user_utterance__ani',b'2.1',47.9175,0.0000
272,b'5-phrase_feature__noun_phrases__next_system_utterance__ta',b'5',47.8293,0.0000
273,b'5-phrase_feature__noun_phrases__next_system_utterance__english_food',b'5',47.8293,0.0000
274,b'5-phrase_feature__noun_phrases__next_system_utterance__english_venue',b'5',47.8293,0.0000
275,b'7-syntactic_feature__subj_word__next_system_utterance__bell',b'7',47.7404,0.0000
276,b'6-entity_feature__entity__next_system_utterance__humberstone road_LOCATION',b'6',47.5110,0.0000
277,b'5-phrase_feature__noun_phrases__next_system_utterance__university_botanic_gardens',b'5',47.5110,0.0000
278,b'7-syntactic_feature__subj_word__next_system_utterance__grill',b'7',47.2831,0.0000
279,b'7-syntactic_feature__obj_word__next_system_utterance__children',b'7',47.1956,0.0000
280,b'6-entity_feature__entity__next_system_utterance__43_NUMBER',b'6',47.1850,0.0000
281,b'5-phrase_feature__noun_phrases__current_user_utterance__cambridge',b'5',47.1469,0.0000
282,b'6-entity_feature__entity__next_system_utterance__cherry hinton water play_ORGANIZATION',b'6',47.0624,0.0000
283,b'5-phrase_feature__noun_phrases__next_system_utterance__new_chesterton_part',b'5',46.8804,0.0000
284,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry_hinton_road',b'5',46.7382,0.0000
285,b'5-phrase_feature__noun_phrases__next_user_utterance__pizza',b'5',46.6268,0.0000
286,b'2.1-user_action_words.next_user_utterance__phone',b'2.1',46.6268,0.0000
287,b'6-entity_feature__entity__next_system_utterance__11_NUMBER',b'6',46.5752,0.0000
288,b'5-phrase_feature__noun_phrases__next_system_utterance__mill',b'5',46.2417,0.0000
289,b'6-entity_feature__entity__next_system_utterance__108_NUMBER',b'6',46.1092,0.0000
290,b'5-phrase_feature__noun_phrases__next_user_utterance__pizza_place',b'5',45.7868,0.0000
291,b"6-entity_feature__entity__next_system_utterance__christ's college_ORGANIZATION",b'6',45.6566,0.0000
292,b'5-phrase_feature__noun_phrases__next_system_utterance__churchill',b'5',45.6566,0.0000
293,b'7-syntactic_feature__root_word__next_system_utterance__japanes',b'7',45.5006,0.0000
294,b'6-entity_feature__entity__next_system_utterance__al casbah_LOCATION',b'6',45.3096,0.0000
295,b'5-phrase_feature__noun_phrases__next_system_utterance__saint_johns',b'5',45.3096,0.0000
296,b'5-phrase_feature__noun_phrases__next_system_utterance__saint_john',b'5',45.3096,0.0000
297,b'5-phrase_feature__noun_phrases__next_system_utterance__regional',b'5',44.6876,0.0000
298,b'5-phrase_feature__noun_phrases__next_system_utterance__byard_art',b'5',44.5524,0.0000
299,b'5-phrase_feature__noun_phrases__next_system_utterance__j_restaurant',b'5',44.5524,0.0000
300,b'6-entity_feature__entity__next_system_utterance__magdalene college_ORGANIZATION',b'6',44.5053,0.0000
301,b'7-syntactic_feature__subj_word__next_system_utterance__agora',b'7',44.5004,0.0000
302,b'6-entity_feature__entity__next_system_utterance__trumpington_MISC',b'6',44.3336,0.0000
303,b'5-phrase_feature__noun_phrases__next_system_utterance__outstanding_restaurant',b'5',44.1053,0.0000
